hash,name,psk_byte,psk_label
0x00,(empty),0,(none)
0x00,(empty),3,0x03
0x00,LiteFast,23,0x17
0x00,LiteSlow,16,0x10
0x00,LongFast,9,0x09
0x00,LongMod,111,0x6f
0x00,LongSlow,14,0x0e
0x00,LongTurbo,119,0x77
0x00,MediumFast,30,0x1e
0x00,MediumSlow,25,0x19
0x00,NarrowFast,20,0x14
0x00,NarrowSlow,19,0x13
0x00,ShortFast,113,0x71
0x00,ShortSlow,118,0x76
0x00,ShortTurbo,15,0x0f
0x00,TinyFast,9,0x09
0x00,TinySlow,14,0x0e
0x00,VLongSlow,88,0x58
0x01,(empty),2,0x02
0x01,LiteFast,22,0x16
0x01,LiteSlow,17,0x11
0x01,LongFast,8,0x08
0x01,LongMod,110,0x6e
0x01,LongSlow,15,0x0f
0x01,LongTurbo,118,0x76
0x01,MediumFast,31,0x1f
0x01,MediumSlow,24,0x18
0x01,NarrowFast,21,0x15
0x01,NarrowSlow,18,0x12
0x01,ShortFast,112,0x70
0x01,ShortSlow,119,0x77
0x01,ShortTurbo,14,0x0e
0x01,TinyFast,8,0x08
0x01,TinySlow,15,0x0f
0x01,VLongSlow,89,0x59
0x02,(empty),1,AQ==
0x02,LiteFast,21,0x15
0x02,LiteSlow,18,0x12
0x02,LongFast,11,0x0b
0x02,LongMod,109,0x6d
0x02,LongSlow,12,0x0c
0x02,LongTurbo,117,0x75
0x02,MediumFast,28,0x1c
0x02,MediumSlow,27,0x1b
0x02,NarrowFast,22,0x16
0x02,NarrowSlow,17,0x11
0x02,ShortFast,115,0x73
0x02,ShortSlow,116,0x74
0x02,ShortTurbo,13,0x0d
0x02,TinyFast,11,0x0b
0x02,TinySlow,12,0x0c
0x02,VLongSlow,90,0x5a
0x03,LiteFast,20,0x14
0x03,LiteSlow,19,0x13
0x03,LongFast,10,0x0a
0x03,LongMod,108,0x6c
0x03,LongSlow,13,0x0d
0x03,LongTurbo,116,0x74
0x03,MediumFast,29,0x1d
0x03,MediumSlow,26,0x1a
0x03,NarrowFast,23,0x17
0x03,NarrowSlow,16,0x10
0x03,ShortFast,114,0x72
0x03,ShortSlow,117,0x75
0x03,ShortTurbo,12,0x0c
0x03,TinyFast,10,0x0a
0x03,TinySlow,13,0x0d
0x03,VLongSlow,91,0x5b
0x04,(empty),7,0x07
0x04,LiteFast,19,0x13
0x04,LiteSlow,20,0x14
0x04,LongFast,13,0x0d
0x04,LongMod,107,0x6b
0x04,LongSlow,10,0x0a
0x04,LongTurbo,115,0x73
0x04,MediumFast,26,0x1a
0x04,MediumSlow,29,0x1d
0x04,NarrowFast,16,0x10
0x04,NarrowSlow,23,0x17
0x04,ShortFast,117,0x75
0x04,ShortSlow,114,0x72
0x04,ShortTurbo,11,0x0b
0x04,TinyFast,13,0x0d
0x04,TinySlow,10,0x0a
0x04,VLongSlow,92,0x5c
0x05,(empty),6,0x06
0x05,LiteFast,18,0x12
0x05,LiteSlow,21,0x15
0x05,LongFast,12,0x0c
0x05,LongMod,106,0x6a
0x05,LongSlow,11,0x0b
0x05,LongTurbo,114,0x72
0x05,MediumFast,27,0x1b
0x05,MediumSlow,28,0x1c
0x05,NarrowFast,17,0x11
0x05,NarrowSlow,22,0x16
0x05,ShortFast,116,0x74
0x05,ShortSlow,115,0x73
0x05,ShortTurbo,10,0x0a
0x05,TinyFast,12,0x0c
0x05,TinySlow,11,0x0b
0x05,VLongSlow,93,0x5d
0x06,(empty),5,0x05
0x06,LiteFast,17,0x11
0x06,LiteSlow,22,0x16
0x06,LongFast,15,0x0f
0x06,LongMod,105,0x69
0x06,LongSlow,8,0x08
0x06,LongTurbo,113,0x71
0x06,MediumFast,24,0x18
0x06,MediumSlow,31,0x1f
0x06,NarrowFast,18,0x12
0x06,NarrowSlow,21,0x15
0x06,ShortFast,119,0x77
0x06,ShortSlow,112,0x70
0x06,ShortTurbo,9,0x09
0x06,TinyFast,15,0x0f
0x06,TinySlow,8,0x08
0x06,VLongSlow,94,0x5e
0x07,(empty),4,0x04
0x07,LiteFast,16,0x10
0x07,LiteSlow,23,0x17
0x07,LongFast,14,0x0e
0x07,LongMod,104,0x68
0x07,LongSlow,9,0x09
0x07,LongTurbo,112,0x70
0x07,MediumFast,25,0x19
0x07,MediumSlow,30,0x1e
0x07,NarrowFast,19,0x13
0x07,NarrowSlow,20,0x14
0x07,ShortFast,118,0x76
0x07,ShortSlow,113,0x71
0x07,ShortTurbo,8,0x08
0x07,TinyFast,14,0x0e
0x07,TinySlow,9,0x09
0x07,VLongSlow,95,0x5f
0x08,(empty),11,0x0b
0x08,LiteFast,31,0x1f
0x08,LiteSlow,24,0x18
0x08,LongFast,1,AQ==
0x08,LongMod,103,0x67
0x08,LongSlow,6,0x06
0x08,LongTurbo,127,0x7f
0x08,MediumFast,22,0x16
0x08,MediumSlow,17,0x11
0x08,NarrowFast,28,0x1c
0x08,NarrowSlow,27,0x1b
0x08,ShortFast,121,0x79
0x08,ShortSlow,126,0x7e
0x08,ShortTurbo,7,0x07
0x08,TinyFast,1,AQ==
0x08,TinySlow,6,0x06
0x08,VLongSlow,80,0x50
0x09,(empty),10,0x0a
0x09,LiteFast,30,0x1e
0x09,LiteSlow,25,0x19
0x09,LongMod,102,0x66
0x09,LongSlow,7,0x07
0x09,LongTurbo,126,0x7e
0x09,MediumFast,23,0x17
0x09,MediumSlow,16,0x10
0x09,NarrowFast,29,0x1d
0x09,NarrowSlow,26,0x1a
0x09,ShortFast,120,0x78
0x09,ShortSlow,127,0x7f
0x09,ShortTurbo,6,0x06
0x09,TinySlow,7,0x07
0x09,VLongSlow,81,0x51
0x0a,(empty),9,0x09
0x0a,LiteFast,29,0x1d
0x0a,LiteSlow,26,0x1a
0x0a,LongFast,0,(none)
0x0a,LongFast,3,0x03
0x0a,LongMod,101,0x65
0x0a,LongSlow,4,0x04
0x0a,LongTurbo,125,0x7d
0x0a,MediumFast,20,0x14
0x0a,MediumSlow,19,0x13
0x0a,NarrowFast,30,0x1e
0x0a,NarrowSlow,25,0x19
0x0a,ShortFast,123,0x7b
0x0a,ShortSlow,124,0x7c
0x0a,ShortTurbo,5,0x05
0x0a,TinyFast,0,(none)
0x0a,TinyFast,3,0x03
0x0a,TinySlow,4,0x04
0x0a,VLongSlow,82,0x52
0x0b,(empty),8,0x08
0x0b,LiteFast,28,0x1c
0x0b,LiteSlow,27,0x1b
0x0b,LongFast,2,0x02
0x0b,LongMod,100,0x64
0x0b,LongSlow,5,0x05
0x0b,LongTurbo,124,0x7c
0x0b,MediumFast,21,0x15
0x0b,MediumSlow,18,0x12
0x0b,NarrowFast,31,0x1f
0x0b,NarrowSlow,24,0x18
0x0b,ShortFast,122,0x7a
0x0b,ShortSlow,125,0x7d
0x0b,ShortTurbo,4,0x04
0x0b,TinyFast,2,0x02
0x0b,TinySlow,5,0x05
0x0b,VLongSlow,83,0x53
0x0c,(empty),15,0x0f
0x0c,LiteFast,27,0x1b
0x0c,LiteSlow,28,0x1c
0x0c,LongFast,5,0x05
0x0c,LongMod,99,0x63
0x0c,LongSlow,2,0x02
0x0c,LongTurbo,123,0x7b
0x0c,MediumFast,18,0x12
0x0c,MediumSlow,21,0x15
0x0c,NarrowFast,24,0x18
0x0c,NarrowSlow,31,0x1f
0x0c,ShortFast,125,0x7d
0x0c,ShortSlow,122,0x7a
0x0c,ShortTurbo,0,(none)
0x0c,ShortTurbo,3,0x03
0x0c,TinyFast,5,0x05
0x0c,TinySlow,2,0x02
0x0c,VLongSlow,84,0x54
0x0d,(empty),14,0x0e
0x0d,LiteFast,26,0x1a
0x0d,LiteSlow,29,0x1d
0x0d,LongFast,4,0x04
0x0d,LongMod,98,0x62
0x0d,LongSlow,0,(none)
0x0d,LongSlow,3,0x03
0x0d,LongTurbo,122,0x7a
0x0d,MediumFast,19,0x13
0x0d,MediumSlow,20,0x14
0x0d,NarrowFast,25,0x19
0x0d,NarrowSlow,30,0x1e
0x0d,ShortFast,124,0x7c
0x0d,ShortSlow,123,0x7b
0x0d,ShortTurbo,2,0x02
0x0d,TinyFast,4,0x04
0x0d,TinySlow,0,(none)
0x0d,TinySlow,3,0x03
0x0d,VLongSlow,85,0x55
0x0e,(empty),13,0x0d
0x0e,LiteFast,25,0x19
0x0e,LiteSlow,30,0x1e
0x0e,LongFast,7,0x07
0x0e,LongMod,97,0x61
0x0e,LongTurbo,121,0x79
0x0e,MediumFast,16,0x10
0x0e,MediumSlow,23,0x17
0x0e,NarrowFast,26,0x1a
0x0e,NarrowSlow,29,0x1d
0x0e,ShortFast,127,0x7f
0x0e,ShortSlow,120,0x78
0x0e,ShortTurbo,1,AQ==
0x0e,TinyFast,7,0x07
0x0e,VLongSlow,86,0x56
0x0f,(empty),12,0x0c
0x0f,LiteFast,24,0x18
0x0f,LiteSlow,31,0x1f
0x0f,LongFast,6,0x06
0x0f,LongMod,96,0x60
0x0f,LongSlow,1,AQ==
0x0f,LongTurbo,120,0x78
0x0f,MediumFast,17,0x11
0x0f,MediumSlow,22,0x16
0x0f,NarrowFast,27,0x1b
0x0f,NarrowSlow,28,0x1c
0x0f,ShortFast,126,0x7e
0x0f,ShortSlow,121,0x79
0x0f,TinyFast,6,0x06
0x0f,TinySlow,1,AQ==
0x0f,VLongSlow,87,0x57
0x10,(empty),19,0x13
0x10,LiteFast,7,0x07
0x10,LongFast,25,0x19
0x10,LongMod,127,0x7f
0x10,LongSlow,30,0x1e
0x10,LongTurbo,103,0x67
0x10,MediumFast,14,0x0e
0x10,MediumSlow,9,0x09
0x10,NarrowFast,4,0x04
0x10,NarrowSlow,0,(none)
0x10,NarrowSlow,3,0x03
0x10,ShortFast,97,0x61
0x10,ShortSlow,102,0x66
0x10,ShortTurbo,31,0x1f
0x10,TinyFast,25,0x19
0x10,TinySlow,30,0x1e
0x10,VLongSlow,72,0x48
0x11,(empty),18,0x12
0x11,LiteFast,6,0x06
0x11,LiteSlow,1,AQ==
0x11,LongFast,24,0x18
0x11,LongMod,126,0x7e
0x11,LongSlow,31,0x1f
0x11,LongTurbo,102,0x66
0x11,MediumFast,15,0x0f
0x11,MediumSlow,8,0x08
0x11,NarrowFast,5,0x05
0x11,NarrowSlow,2,0x02
0x11,ShortFast,96,0x60
0x11,ShortSlow,103,0x67
0x11,ShortTurbo,30,0x1e
0x11,TinyFast,24,0x18
0x11,TinySlow,31,0x1f
0x11,VLongSlow,73,0x49
0x12,(empty),17,0x11
0x12,LiteFast,5,0x05
0x12,LiteSlow,2,0x02
0x12,LongFast,27,0x1b
0x12,LongMod,125,0x7d
0x12,LongSlow,28,0x1c
0x12,LongTurbo,101,0x65
0x12,MediumFast,12,0x0c
0x12,MediumSlow,11,0x0b
0x12,NarrowFast,6,0x06
0x12,NarrowSlow,1,AQ==
0x12,ShortFast,99,0x63
0x12,ShortSlow,100,0x64
0x12,ShortTurbo,29,0x1d
0x12,TinyFast,27,0x1b
0x12,TinySlow,28,0x1c
0x12,VLongSlow,74,0x4a
0x13,(empty),16,0x10
0x13,LiteFast,4,0x04
0x13,LiteSlow,0,(none)
0x13,LiteSlow,3,0x03
0x13,LongFast,26,0x1a
0x13,LongMod,124,0x7c
0x13,LongSlow,29,0x1d
0x13,LongTurbo,100,0x64
0x13,MediumFast,13,0x0d
0x13,MediumSlow,10,0x0a
0x13,NarrowFast,7,0x07
0x13,ShortFast,98,0x62
0x13,ShortSlow,101,0x65
0x13,ShortTurbo,28,0x1c
0x13,TinyFast,26,0x1a
0x13,TinySlow,29,0x1d
0x13,VLongSlow,75,0x4b
0x14,(empty),23,0x17
0x14,LiteFast,0,(none)
0x14,LiteFast,3,0x03
0x14,LiteSlow,4,0x04
0x14,LongFast,29,0x1d
0x14,LongMod,123,0x7b
0x14,LongSlow,26,0x1a
0x14,LongTurbo,99,0x63
0x14,MediumFast,10,0x0a
0x14,MediumSlow,13,0x0d
0x14,NarrowSlow,7,0x07
0x14,ShortFast,101,0x65
0x14,ShortSlow,98,0x62
0x14,ShortTurbo,27,0x1b
0x14,TinyFast,29,0x1d
0x14,TinySlow,26,0x1a
0x14,VLongSlow,76,0x4c
0x15,(empty),22,0x16
0x15,LiteFast,2,0x02
0x15,LiteSlow,5,0x05
0x15,LongFast,28,0x1c
0x15,LongMod,122,0x7a
0x15,LongSlow,27,0x1b
0x15,LongTurbo,98,0x62
0x15,MediumFast,11,0x0b
0x15,MediumSlow,12,0x0c
0x15,NarrowFast,1,AQ==
0x15,NarrowSlow,6,0x06
0x15,ShortFast,100,0x64
0x15,ShortSlow,99,0x63
0x15,ShortTurbo,26,0x1a
0x15,TinyFast,28,0x1c
0x15,TinySlow,27,0x1b
0x15,VLongSlow,77,0x4d
0x16,(empty),21,0x15
0x16,LiteFast,1,AQ==
0x16,LiteSlow,6,0x06
0x16,LongFast,31,0x1f
0x16,LongMod,121,0x79
0x16,LongSlow,24,0x18
0x16,LongTurbo,97,0x61
0x16,MediumFast,8,0x08
0x16,MediumSlow,15,0x0f
0x16,NarrowFast,2,0x02
0x16,NarrowSlow,5,0x05
0x16,ShortFast,103,0x67
0x16,ShortSlow,96,0x60
0x16,ShortTurbo,25,0x19
0x16,TinyFast,31,0x1f
0x16,TinySlow,24,0x18
0x16,VLongSlow,78,0x4e
0x17,(empty),20,0x14
0x17,LiteSlow,7,0x07
0x17,LongFast,30,0x1e
0x17,LongMod,120,0x78
0x17,LongSlow,25,0x19
0x17,LongTurbo,96,0x60
0x17,MediumFast,9,0x09
0x17,MediumSlow,14,0x0e
0x17,NarrowFast,0,(none)
0x17,NarrowFast,3,0x03
0x17,NarrowSlow,4,0x04
0x17,ShortFast,102,0x66
0x17,ShortSlow,97,0x61
0x17,ShortTurbo,24,0x18
0x17,TinyFast,30,0x1e
0x17,TinySlow,25,0x19
0x17,VLongSlow,79,0x4f
0x18,(empty),27,0x1b
0x18,LiteFast,15,0x0f
0x18,LiteSlow,8,0x08
0x18,LongFast,17,0x11
0x18,LongMod,119,0x77
0x18,LongSlow,22,0x16
0x18,LongTurbo,111,0x6f
0x18,MediumFast,6,0x06
0x18,MediumSlow,1,AQ==
0x18,NarrowFast,12,0x0c
0x18,NarrowSlow,11,0x0b
0x18,ShortFast,105,0x69
0x18,ShortSlow,110,0x6e
0x18,ShortTurbo,23,0x17
0x18,TinyFast,17,0x11
0x18,TinySlow,22,0x16
0x18,VLongSlow,64,0x40
0x19,(empty),26,0x1a
0x19,LiteFast,14,0x0e
0x19,LiteSlow,9,0x09
0x19,LongFast,16,0x10
0x19,LongMod,118,0x76
0x19,LongSlow,23,0x17
0x19,LongTurbo,110,0x6e
0x19,MediumFast,7,0x07
0x19,NarrowFast,13,0x0d
0x19,NarrowSlow,10,0x0a
0x19,ShortFast,104,0x68
0x19,ShortSlow,111,0x6f
0x19,ShortTurbo,22,0x16
0x19,TinyFast,16,0x10
0x19,TinySlow,23,0x17
0x19,VLongSlow,65,0x41
0x1a,(empty),25,0x19
0x1a,LiteFast,13,0x0d
0x1a,LiteSlow,10,0x0a
0x1a,LongFast,19,0x13
0x1a,LongMod,117,0x75
0x1a,LongSlow,20,0x14
0x1a,LongTurbo,109,0x6d
0x1a,MediumFast,4,0x04
0x1a,MediumSlow,0,(none)
0x1a,MediumSlow,3,0x03
0x1a,NarrowFast,14,0x0e
0x1a,NarrowSlow,9,0x09
0x1a,ShortFast,107,0x6b
0x1a,ShortSlow,108,0x6c
0x1a,ShortTurbo,21,0x15
0x1a,TinyFast,19,0x13
0x1a,TinySlow,20,0x14
0x1a,VLongSlow,66,0x42
0x1b,(empty),24,0x18
0x1b,LiteFast,12,0x0c
0x1b,LiteSlow,11,0x0b
0x1b,LongFast,18,0x12
0x1b,LongMod,116,0x74
0x1b,LongSlow,21,0x15
0x1b,LongTurbo,108,0x6c
0x1b,MediumFast,5,0x05
0x1b,MediumSlow,2,0x02
0x1b,NarrowFast,15,0x0f
0x1b,NarrowSlow,8,0x08
0x1b,ShortFast,106,0x6a
0x1b,ShortSlow,109,0x6d
0x1b,ShortTurbo,20,0x14
0x1b,TinyFast,18,0x12
0x1b,TinySlow,21,0x15
0x1b,VLongSlow,67,0x43
0x1c,(empty),31,0x1f
0x1c,LiteFast,11,0x0b
0x1c,LiteSlow,12,0x0c
0x1c,LongFast,21,0x15
0x1c,LongMod,115,0x73
0x1c,LongSlow,18,0x12
0x1c,LongTurbo,107,0x6b
0x1c,MediumFast,2,0x02
0x1c,MediumSlow,5,0x05
0x1c,NarrowFast,8,0x08
0x1c,NarrowSlow,15,0x0f
0x1c,ShortFast,109,0x6d
0x1c,ShortSlow,106,0x6a
0x1c,ShortTurbo,19,0x13
0x1c,TinyFast,21,0x15
0x1c,TinySlow,18,0x12
0x1c,VLongSlow,68,0x44
0x1d,(empty),30,0x1e
0x1d,LiteFast,10,0x0a
0x1d,LiteSlow,13,0x0d
0x1d,LongFast,20,0x14
0x1d,LongMod,114,0x72
0x1d,LongSlow,19,0x13
0x1d,LongTurbo,106,0x6a
0x1d,MediumFast,0,(none)
0x1d,MediumFast,3,0x03
0x1d,MediumSlow,4,0x04
0x1d,NarrowFast,9,0x09
0x1d,NarrowSlow,14,0x0e
0x1d,ShortFast,108,0x6c
0x1d,ShortSlow,107,0x6b
0x1d,ShortTurbo,18,0x12
0x1d,TinyFast,20,0x14
0x1d,TinySlow,19,0x13
0x1d,VLongSlow,69,0x45
0x1e,(empty),29,0x1d
0x1e,LiteFast,9,0x09
0x1e,LiteSlow,14,0x0e
0x1e,LongFast,23,0x17
0x1e,LongMod,113,0x71
0x1e,LongSlow,16,0x10
0x1e,LongTurbo,105,0x69
0x1e,MediumSlow,7,0x07
0x1e,NarrowFast,10,0x0a
0x1e,NarrowSlow,13,0x0d
0x1e,ShortFast,111,0x6f
0x1e,ShortSlow,104,0x68
0x1e,ShortTurbo,17,0x11
0x1e,TinyFast,23,0x17
0x1e,TinySlow,16,0x10
0x1e,VLongSlow,70,0x46
0x1f,(empty),28,0x1c
0x1f,LiteFast,8,0x08
0x1f,LiteSlow,15,0x0f
0x1f,LongFast,22,0x16
0x1f,LongMod,112,0x70
0x1f,LongSlow,17,0x11
0x1f,LongTurbo,104,0x68
0x1f,MediumFast,1,AQ==
0x1f,MediumSlow,6,0x06
0x1f,NarrowFast,11,0x0b
0x1f,NarrowSlow,12,0x0c
0x1f,ShortFast,110,0x6e
0x1f,ShortSlow,105,0x69
0x1f,ShortTurbo,16,0x10
0x1f,TinyFast,22,0x16
0x1f,TinySlow,17,0x11
0x1f,VLongSlow,71,0x47
0x20,(empty),35,0x23
0x20,LiteFast,55,0x37
0x20,LiteSlow,48,0x30
0x20,LongFast,41,0x29
0x20,LongMod,79,0x4f
0x20,LongSlow,46,0x2e
0x20,LongTurbo,87,0x57
0x20,MediumFast,62,0x3e
0x20,MediumSlow,57,0x39
0x20,NarrowFast,52,0x34
0x20,NarrowSlow,51,0x33
0x20,ShortFast,81,0x51
0x20,ShortSlow,86,0x56
0x20,ShortTurbo,47,0x2f
0x20,TinyFast,41,0x29
0x20,TinySlow,46,0x2e
0x20,VLongSlow,120,0x78
0x21,(empty),34,0x22
0x21,LiteFast,54,0x36
0x21,LiteSlow,49,0x31
0x21,LongFast,40,0x28
0x21,LongMod,78,0x4e
0x21,LongSlow,47,0x2f
0x21,LongTurbo,86,0x56
0x21,MediumFast,63,0x3f
0x21,MediumSlow,56,0x38
0x21,NarrowFast,53,0x35
0x21,NarrowSlow,50,0x32
0x21,ShortFast,80,0x50
0x21,ShortSlow,87,0x57
0x21,ShortTurbo,46,0x2e
0x21,TinyFast,40,0x28
0x21,TinySlow,47,0x2f
0x21,VLongSlow,121,0x79
0x22,(empty),33,0x21
0x22,LiteFast,53,0x35
0x22,LiteSlow,50,0x32
0x22,LongFast,43,0x2b
0x22,LongMod,77,0x4d
0x22,LongSlow,44,0x2c
0x22,LongTurbo,85,0x55
0x22,MediumFast,60,0x3c
0x22,MediumSlow,59,0x3b
0x22,NarrowFast,54,0x36
0x22,NarrowSlow,49,0x31
0x22,ShortFast,83,0x53
0x22,ShortSlow,84,0x54
0x22,ShortTurbo,45,0x2d
0x22,TinyFast,43,0x2b
0x22,TinySlow,44,0x2c
0x22,VLongSlow,122,0x7a
0x23,(empty),32,0x20
0x23,LiteFast,52,0x34
0x23,LiteSlow,51,0x33
0x23,LongFast,42,0x2a
0x23,LongMod,76,0x4c
0x23,LongSlow,45,0x2d
0x23,LongTurbo,84,0x54
0x23,MediumFast,61,0x3d
0x23,MediumSlow,58,0x3a
0x23,NarrowFast,55,0x37
0x23,NarrowSlow,48,0x30
0x23,ShortFast,82,0x52
0x23,ShortSlow,85,0x55
0x23,ShortTurbo,44,0x2c
0x23,TinyFast,42,0x2a
0x23,TinySlow,45,0x2d
0x23,VLongSlow,123,0x7b
0x24,(empty),39,0x27
0x24,LiteFast,51,0x33
0x24,LiteSlow,52,0x34
0x24,LongFast,45,0x2d
0x24,LongMod,75,0x4b
0x24,LongSlow,42,0x2a
0x24,LongTurbo,83,0x53
0x24,MediumFast,58,0x3a
0x24,MediumSlow,61,0x3d
0x24,NarrowFast,48,0x30
0x24,NarrowSlow,55,0x37
0x24,ShortFast,85,0x55
0x24,ShortSlow,82,0x52
0x24,ShortTurbo,43,0x2b
0x24,TinyFast,45,0x2d
0x24,TinySlow,42,0x2a
0x24,VLongSlow,124,0x7c
0x25,(empty),38,0x26
0x25,LiteFast,50,0x32
0x25,LiteSlow,53,0x35
0x25,LongFast,44,0x2c
0x25,LongMod,74,0x4a
0x25,LongSlow,43,0x2b
0x25,LongTurbo,82,0x52
0x25,MediumFast,59,0x3b
0x25,MediumSlow,60,0x3c
0x25,NarrowFast,49,0x31
0x25,NarrowSlow,54,0x36
0x25,ShortFast,84,0x54
0x25,ShortSlow,83,0x53
0x25,ShortTurbo,42,0x2a
0x25,TinyFast,44,0x2c
0x25,TinySlow,43,0x2b
0x25,VLongSlow,125,0x7d
0x26,(empty),37,0x25
0x26,LiteFast,49,0x31
0x26,LiteSlow,54,0x36
0x26,LongFast,47,0x2f
0x26,LongMod,73,0x49
0x26,LongSlow,40,0x28
0x26,LongTurbo,81,0x51
0x26,MediumFast,56,0x38
0x26,MediumSlow,63,0x3f
0x26,NarrowFast,50,0x32
0x26,NarrowSlow,53,0x35
0x26,ShortFast,87,0x57
0x26,ShortSlow,80,0x50
0x26,ShortTurbo,41,0x29
0x26,TinyFast,47,0x2f
0x26,TinySlow,40,0x28
0x26,VLongSlow,126,0x7e
0x27,(empty),36,0x24
0x27,LiteFast,48,0x30
0x27,LiteSlow,55,0x37
0x27,LongFast,46,0x2e
0x27,LongMod,72,0x48
0x27,LongSlow,41,0x29
0x27,LongTurbo,80,0x50
0x27,MediumFast,57,0x39
0x27,MediumSlow,62,0x3e
0x27,NarrowFast,51,0x33
0x27,NarrowSlow,52,0x34
0x27,ShortFast,86,0x56
0x27,ShortSlow,81,0x51
0x27,ShortTurbo,40,0x28
0x27,TinyFast,46,0x2e
0x27,TinySlow,41,0x29
0x27,VLongSlow,127,0x7f
0x28,(empty),43,0x2b
0x28,LiteFast,63,0x3f
0x28,LiteSlow,56,0x38
0x28,LongFast,33,0x21
0x28,LongMod,71,0x47
0x28,LongSlow,38,0x26
0x28,LongTurbo,95,0x5f
0x28,MediumFast,54,0x36
0x28,MediumSlow,49,0x31
0x28,NarrowFast,60,0x3c
0x28,NarrowSlow,59,0x3b
0x28,ShortFast,89,0x59
0x28,ShortSlow,94,0x5e
0x28,ShortTurbo,39,0x27
0x28,TinyFast,33,0x21
0x28,TinySlow,38,0x26
0x28,VLongSlow,112,0x70
0x29,(empty),42,0x2a
0x29,LiteFast,62,0x3e
0x29,LiteSlow,57,0x39
0x29,LongFast,32,0x20
0x29,LongMod,70,0x46
0x29,LongSlow,39,0x27
0x29,LongTurbo,94,0x5e
0x29,MediumFast,55,0x37
0x29,MediumSlow,48,0x30
0x29,NarrowFast,61,0x3d
0x29,NarrowSlow,58,0x3a
0x29,ShortFast,88,0x58
0x29,ShortSlow,95,0x5f
0x29,ShortTurbo,38,0x26
0x29,TinyFast,32,0x20
0x29,TinySlow,39,0x27
0x29,VLongSlow,113,0x71
0x2a,(empty),41,0x29
0x2a,LiteFast,61,0x3d
0x2a,LiteSlow,58,0x3a
0x2a,LongFast,35,0x23
0x2a,LongMod,69,0x45
0x2a,LongSlow,36,0x24
0x2a,LongTurbo,93,0x5d
0x2a,MediumFast,52,0x34
0x2a,MediumSlow,51,0x33
0x2a,NarrowFast,62,0x3e
0x2a,NarrowSlow,57,0x39
0x2a,ShortFast,91,0x5b
0x2a,ShortSlow,92,0x5c
0x2a,ShortTurbo,37,0x25
0x2a,TinyFast,35,0x23
0x2a,TinySlow,36,0x24
0x2a,VLongSlow,114,0x72
0x2b,(empty),40,0x28
0x2b,LiteFast,60,0x3c
0x2b,LiteSlow,59,0x3b
0x2b,LongFast,34,0x22
0x2b,LongMod,68,0x44
0x2b,LongSlow,37,0x25
0x2b,LongTurbo,92,0x5c
0x2b,MediumFast,53,0x35
0x2b,MediumSlow,50,0x32
0x2b,NarrowFast,63,0x3f
0x2b,NarrowSlow,56,0x38
0x2b,ShortFast,90,0x5a
0x2b,ShortSlow,93,0x5d
0x2b,ShortTurbo,36,0x24
0x2b,TinyFast,34,0x22
0x2b,TinySlow,37,0x25
0x2b,VLongSlow,115,0x73
0x2c,(empty),47,0x2f
0x2c,LiteFast,59,0x3b
0x2c,LiteSlow,60,0x3c
0x2c,LongFast,37,0x25
0x2c,LongMod,67,0x43
0x2c,LongSlow,34,0x22
0x2c,LongTurbo,91,0x5b
0x2c,MediumFast,50,0x32
0x2c,MediumSlow,53,0x35
0x2c,NarrowFast,56,0x38
0x2c,NarrowSlow,63,0x3f
0x2c,ShortFast,93,0x5d
0x2c,ShortSlow,90,0x5a
0x2c,ShortTurbo,35,0x23
0x2c,TinyFast,37,0x25
0x2c,TinySlow,34,0x22
0x2c,VLongSlow,116,0x74
0x2d,(empty),46,0x2e
0x2d,LiteFast,58,0x3a
0x2d,LiteSlow,61,0x3d
0x2d,LongFast,36,0x24
0x2d,LongMod,66,0x42
0x2d,LongSlow,35,0x23
0x2d,LongTurbo,90,0x5a
0x2d,MediumFast,51,0x33
0x2d,MediumSlow,52,0x34
0x2d,NarrowFast,57,0x39
0x2d,NarrowSlow,62,0x3e
0x2d,ShortFast,92,0x5c
0x2d,ShortSlow,91,0x5b
0x2d,ShortTurbo,34,0x22
0x2d,TinyFast,36,0x24
0x2d,TinySlow,35,0x23
0x2d,VLongSlow,117,0x75
0x2e,(empty),45,0x2d
0x2e,LiteFast,57,0x39
0x2e,LiteSlow,62,0x3e
0x2e,LongFast,39,0x27
0x2e,LongMod,65,0x41
0x2e,LongSlow,32,0x20
0x2e,LongTurbo,89,0x59
0x2e,MediumFast,48,0x30
0x2e,MediumSlow,55,0x37
0x2e,NarrowFast,58,0x3a
0x2e,NarrowSlow,61,0x3d
0x2e,ShortFast,95,0x5f
0x2e,ShortSlow,88,0x58
0x2e,ShortTurbo,33,0x21
0x2e,TinyFast,39,0x27
0x2e,TinySlow,32,0x20
0x2e,VLongSlow,118,0x76
0x2f,(empty),44,0x2c
0x2f,LiteFast,56,0x38
0x2f,LiteSlow,63,0x3f
0x2f,LongFast,38,0x26
0x2f,LongMod,64,0x40
0x2f,LongSlow,33,0x21
0x2f,LongTurbo,88,0x58
0x2f,MediumFast,49,0x31
0x2f,MediumSlow,54,0x36
0x2f,NarrowFast,59,0x3b
0x2f,NarrowSlow,60,0x3c
0x2f,ShortFast,94,0x5e
0x2f,ShortSlow,89,0x59
0x2f,ShortTurbo,32,0x20
0x2f,TinyFast,38,0x26
0x2f,TinySlow,33,0x21
0x2f,VLongSlow,119,0x77
