hash,name,psk_byte,psk_label
0xef,NarrowSlow,252,0xfc
0xef,ShortFast,158,0x9e
0xef,ShortSlow,153,0x99
0xef,ShortTurbo,224,0xe0
0xef,TinyFast,230,0xe6
0xef,TinySlow,225,0xe1
0xef,VLongSlow,183,0xb7
0xf0,(empty),243,0xf3
0xf0,LiteFast,231,0xe7
0xf0,LiteSlow,224,0xe0
0xf0,LongFast,249,0xf9
0xf0,LongMod,159,0x9f
0xf0,LongSlow,254,0xfe
0xf0,LongTurbo,135,0x87
0xf0,MediumFast,238,0xee
0xf0,MediumSlow,233,0xe9
0xf0,NarrowFast,228,0xe4
0xf0,NarrowSlow,227,0xe3
0xf0,ShortFast,129,0x81
0xf0,ShortSlow,134,0x86
0xf0,ShortTurbo,255,0xff
0xf0,TinyFast,249,0xf9
0xf0,TinySlow,254,0xfe
0xf0,VLongSlow,168,0xa8
0xf1,(empty),242,0xf2
0xf1,LiteFast,230,0xe6
0xf1,LiteSlow,225,0xe1
0xf1,LongFast,248,0xf8
0xf1,LongMod,158,0x9e
0xf1,LongSlow,255,0xff
0xf1,LongTurbo,134,0x86
0xf1,MediumFast,239,0xef
0xf1,MediumSlow,232,0xe8
0xf1,NarrowFast,229,0xe5
0xf1,NarrowSlow,226,0xe2
0xf1,ShortFast,128,0x80
0xf1,ShortSlow,135,0x87
0xf1,ShortTurbo,254,0xfe
0xf1,TinyFast,248,0xf8
0xf1,TinySlow,255,0xff
0xf1,VLongSlow,169,0xa9
0xf2,(empty),241,0xf1
0xf2,LiteFast,229,0xe5
0xf2,LiteSlow,226,0xe2
0xf2,LongFast,251,0xfb
0xf2,LongMod,157,0x9d
0xf2,LongSlow,252,0xfc
0xf2,LongTurbo,133,0x85
0xf2,MediumFast,236,0xec
0xf2,MediumSlow,235,0xeb
0xf2,NarrowFast,230,0xe6
0xf2,NarrowSlow,225,0xe1
0xf2,ShortFast,131,0x83
0xf2,ShortSlow,132,0x84
0xf2,ShortTurbo,253,0xfd
0xf2,TinyFast,251,0xfb
0xf2,TinySlow,252,0xfc
0xf2,VLongSlow,170,0xaa
0xf3,(empty),240,0xf0
0xf3,LiteFast,228,0xe4
0xf3,LiteSlow,227,0xe3
0xf3,LongFast,250,0xfa
0xf3,LongMod,156,0x9c
0xf3,LongSlow,253,0xfd
0xf3,LongTurbo,132,0x84
0xf3,MediumFast,237,0xed
0xf3,MediumSlow,234,0xea
0xf3,NarrowFast,231,0xe7
0xf3,NarrowSlow,224,0xe0
0xf3,ShortFast,130,0x82
0xf3,ShortSlow,133,0x85
0xf3,ShortTurbo,252,0xfc
0xf3,TinyFast,250,0xfa
0xf3,TinySlow,253,0xfd
0xf3,VLongSlow,171,0xab
0xf4,(empty),247,0xf7
0xf4,LiteFast,227,0xe3
0xf4,LiteSlow,228,0xe4
0xf4,LongFast,253,0xfd
0xf4,LongMod,155,0x9b
0xf4,LongSlow,250,0xfa
0xf4,LongTurbo,131,0x83
0xf4,MediumFast,234,0xea
0xf4,MediumSlow,237,0xed
0xf4,NarrowFast,224,0xe0
0xf4,NarrowSlow,231,0xe7
0xf4,ShortFast,133,0x85
0xf4,ShortSlow,130,0x82
0xf4,ShortTurbo,251,0xfb
0xf4,TinyFast,253,0xfd
0xf4,TinySlow,250,0xfa
0xf4,VLongSlow,172,0xac
0xf5,(empty),246,0xf6
0xf5,LiteFast,226,0xe2
0xf5,LiteSlow,229,0xe5
0xf5,LongFast,252,0xfc
0xf5,LongMod,154,0x9a
0xf5,LongSlow,251,0xfb
0xf5,LongTurbo,130,0x82
0xf5,MediumFast,235,0xeb
0xf5,MediumSlow,236,0xec
0xf5,NarrowFast,225,0xe1
0xf5,NarrowSlow,230,0xe6
0xf5,ShortFast,132,0x84
0xf5,ShortSlow,131,0x83
0xf5,ShortTurbo,250,0xfa
0xf5,TinyFast,252,0xfc
0xf5,TinySlow,251,0xfb
0xf5,VLongSlow,173,0xad
0xf6,(empty),245,0xf5
0xf6,LiteFast,225,0xe1
0xf6,LiteSlow,230,0xe6
0xf6,LongFast,255,0xff
0xf6,LongMod,153,0x99
0xf6,LongSlow,248,0xf8
0xf6,LongTurbo,129,0x81
0xf6,MediumFast,232,0xe8
0xf6,MediumSlow,239,0xef
0xf6,NarrowFast,226,0xe2
0xf6,NarrowSlow,229,0xe5
0xf6,ShortFast,135,0x87
0xf6,ShortSlow,128,0x80
0xf6,ShortTurbo,249,0xf9
0xf6,TinyFast,255,0xff
0xf6,TinySlow,248,0xf8
0xf6,VLongSlow,174,0xae
0xf7,(empty),244,0xf4
0xf7,LiteFast,224,0xe0
0xf7,LiteSlow,231,0xe7
0xf7,LongFast,254,0xfe
0xf7,LongMod,152,0x98
0xf7,LongSlow,249,0xf9
0xf7,LongTurbo,128,0x80
0xf7,MediumFast,233,0xe9
0xf7,MediumSlow,238,0xee
0xf7,NarrowFast,227,0xe3
0xf7,NarrowSlow,228,0xe4
0xf7,ShortFast,134,0x86
0xf7,ShortSlow,129,0x81
0xf7,ShortTurbo,248,0xf8
0xf7,TinyFast,254,0xfe
0xf7,TinySlow,249,0xf9
0xf7,VLongSlow,175,0xaf
0xf8,(empty),251,0xfb
0xf8,LiteFast,239,0xef
0xf8,LiteSlow,232,0xe8
0xf8,LongFast,241,0xf1
0xf8,LongMod,151,0x97
0xf8,LongSlow,246,0xf6
0xf8,LongTurbo,143,0x8f
0xf8,MediumFast,230,0xe6
0xf8,MediumSlow,225,0xe1
0xf8,NarrowFast,236,0xec
0xf8,NarrowSlow,235,0xeb
0xf8,ShortFast,137,0x89
0xf8,ShortSlow,142,0x8e
0xf8,ShortTurbo,247,0xf7
0xf8,TinyFast,241,0xf1
0xf8,TinySlow,246,0xf6
0xf8,VLongSlow,160,0xa0
0xf9,(empty),250,0xfa
0xf9,LiteFast,238,0xee
0xf9,LiteSlow,233,0xe9
0xf9,LongFast,240,0xf0
0xf9,LongMod,150,0x96
0xf9,LongSlow,247,0xf7
0xf9,LongTurbo,142,0x8e
0xf9,MediumFast,231,0xe7
0xf9,MediumSlow,224,0xe0
0xf9,NarrowFast,237,0xed
0xf9,NarrowSlow,234,0xea
0xf9,ShortFast,136,0x88
0xf9,ShortSlow,143,0x8f
0xf9,ShortTurbo,246,0xf6
0xf9,TinyFast,240,0xf0
0xf9,TinySlow,247,0xf7
0xf9,VLongSlow,161,0xa1
0xfa,(empty),249,0xf9
0xfa,LiteFast,237,0xed
0xfa,LiteSlow,234,0xea
0xfa,LongFast,243,0xf3
0xfa,LongMod,149,0x95
0xfa,LongSlow,244,0xf4
0xfa,LongTurbo,141,0x8d
0xfa,MediumFast,228,0xe4
0xfa,MediumSlow,227,0xe3
0xfa,NarrowFast,238,0xee
0xfa,NarrowSlow,233,0xe9
0xfa,ShortFast,139,0x8b
0xfa,ShortSlow,140,0x8c
0xfa,ShortTurbo,245,0xf5
0xfa,TinyFast,243,0xf3
0xfa,TinySlow,244,0xf4
0xfa,VLongSlow,162,0xa2
0xfb,(empty),248,0xf8
0xfb,LiteFast,236,0xec
0xfb,LiteSlow,235,0xeb
0xfb,LongFast,242,0xf2
0xfb,LongMod,148,0x94
0xfb,LongSlow,245,0xf5
0xfb,LongTurbo,140,0x8c
0xfb,MediumFast,229,0xe5
0xfb,MediumSlow,226,0xe2
0xfb,NarrowFast,239,0xef
0xfb,NarrowSlow,232,0xe8
0xfb,ShortFast,138,0x8a
0xfb,ShortSlow,141,0x8d
0xfb,ShortTurbo,244,0xf4
0xfb,TinyFast,242,0xf2
0xfb,TinySlow,245,0xf5
0xfb,VLongSlow,163,0xa3
0xfc,(empty),255,0xff
0xfc,LiteFast,235,0xeb
0xfc,LiteSlow,236,0xec
0xfc,LongFast,245,0xf5
0xfc,LongMod,147,0x93
0xfc,LongSlow,242,0xf2
0xfc,LongTurbo,139,0x8b
0xfc,MediumFast,226,0xe2
0xfc,MediumSlow,229,0xe5
0xfc,NarrowFast,232,0xe8
0xfc,NarrowSlow,239,0xef
0xfc,ShortFast,141,0x8d
0xfc,ShortSlow,138,0x8a
0xfc,ShortTurbo,243,0xf3
0xfc,TinyFast,245,0xf5
0xfc,TinySlow,242,0xf2
0xfc,VLongSlow,164,0xa4
0xfd,(empty),254,0xfe
0xfd,LiteFast,234,0xea
0xfd,LiteSlow,237,0xed
0xfd,LongFast,244,0xf4
0xfd,LongMod,146,0x92
0xfd,LongSlow,243,0xf3
0xfd,LongTurbo,138,0x8a
0xfd,MediumFast,227,0xe3
0xfd,MediumSlow,228,0xe4
0xfd,NarrowFast,233,0xe9
0xfd,NarrowSlow,238,0xee
0xfd,ShortFast,140,0x8c
0xfd,ShortSlow,139,0x8b
0xfd,ShortTurbo,242,0xf2
0xfd,TinyFast,244,0xf4
0xfd,TinySlow,243,0xf3
0xfd,VLongSlow,165,0xa5
0xfe,(empty),253,0xfd
0xfe,LiteFast,233,0xe9
0xfe,LiteSlow,238,0xee
0xfe,LongFast,247,0xf7
0xfe,LongMod,145,0x91
0xfe,LongSlow,240,0xf0
0xfe,LongTurbo,137,0x89
0xfe,MediumFast,224,0xe0
0xfe,MediumSlow,231,0xe7
0xfe,NarrowFast,234,0xea
0xfe,NarrowSlow,237,0xed
0xfe,ShortFast,143,0x8f
0xfe,ShortSlow,136,0x88
0xfe,ShortTurbo,241,0xf1
0xfe,TinyFast,247,0xf7
0xfe,TinySlow,240,0xf0
0xfe,VLongSlow,166,0xa6
0xff,(empty),252,0xfc
0xff,LiteFast,232,0xe8
0xff,LiteSlow,239,0xef
0xff,LongFast,246,0xf6
0xff,LongMod,144,0x90
0xff,LongSlow,241,0xf1
0xff,LongTurbo,136,0x88
0xff,MediumFast,225,0xe1
0xff,MediumSlow,230,0xe6
0xff,NarrowFast,235,0xeb
0xff,NarrowSlow,236,0xec
0xff,ShortFast,142,0x8e
0xff,ShortSlow,137,0x89
0xff,ShortTurbo,240,0xf0
0xff,TinyFast,246,0xf6
0xff,TinySlow,241,0xf1
0xff,VLongSlow,167,0xa7
